Subject	Bernat_2019:A007	Bhiman_2015:CAP256	Bonsignori_2016:CH505	Corcoran_2016:H1	Doria-Rose_2015:CAP256	Eliyahu_2018:C10	Eliyahu_2018:C4	Eliyahu_2018:C6	Eliyahu_2018:C7	Eliyahu_2018:C9	Eliyahu_2018:CI11	Eliyahu_2018:CI13	Eliyahu_2018:CI16	Eliyahu_2018:CI20	Eliyahu_2018:CI21	Eliyahu_2018:CI26	Eliyahu_2018:CI4	Eliyahu_2018:SC1	Eliyahu_2018:SC14	Eliyahu_2018:SC15	Eliyahu_2018:SC2	Eliyahu_2018:SC3	Eliyahu_2018:SC7	Eliyahu_2018:SC8	Eliyahu_2018:SC9	Gidoni_2019:S1	Gidoni_2019:S10	Gidoni_2019:S100	Gidoni_2019:S11	Gidoni_2019:S12	Gidoni_2019:S13	Gidoni_2019:S14	Gidoni_2019:S15	Gidoni_2019:S16	Gidoni_2019:S17	Gidoni_2019:S18	Gidoni_2019:S19	Gidoni_2019:S2	Gidoni_2019:S20	Gidoni_2019:S21	Gidoni_2019:S22	Gidoni_2019:S23	Gidoni_2019:S24	Gidoni_2019:S25	Gidoni_2019:S26	Gidoni_2019:S27	Gidoni_2019:S28	Gidoni_2019:S29	Gidoni_2019:S3	Gidoni_2019:S30	Gidoni_2019:S31	Gidoni_2019:S32	Gidoni_2019:S33	Gidoni_2019:S34	Gidoni_2019:S35	Gidoni_2019:S36	Gidoni_2019:S37	Gidoni_2019:S38	Gidoni_2019:S39	Gidoni_2019:S4	Gidoni_2019:S40	Gidoni_2019:S41	Gidoni_2019:S42	Gidoni_2019:S43	Gidoni_2019:S44	Gidoni_2019:S45	Gidoni_2019:S46	Gidoni_2019:S47	Gidoni_2019:S48	Gidoni_2019:S49	Gidoni_2019:S5	Gidoni_2019:S50	Gidoni_2019:S51	Gidoni_2019:S52	Gidoni_2019:S53	Gidoni_2019:S54	Gidoni_2019:S55	Gidoni_2019:S56	Gidoni_2019:S57	Gidoni_2019:S58	Gidoni_2019:S59	Gidoni_2019:S6	Gidoni_2019:S60	Gidoni_2019:S61	Gidoni_2019:S62	Gidoni_2019:S63	Gidoni_2019:S64	Gidoni_2019:S65	Gidoni_2019:S66	Gidoni_2019:S67	Gidoni_2019:S68	Gidoni_2019:S69	Gidoni_2019:S7	Gidoni_2019:S70	Gidoni_2019:S71	Gidoni_2019:S72	Gidoni_2019:S73	Gidoni_2019:S74	Gidoni_2019:S75	Gidoni_2019:S76	Gidoni_2019:S77	Gidoni_2019:S78	Gidoni_2019:S79	Gidoni_2019:S8	Gidoni_2019:S80	Gidoni_2019:S81	Gidoni_2019:S82	Gidoni_2019:S83	Gidoni_2019:S84	Gidoni_2019:S85	Gidoni_2019:S86	Gidoni_2019:S87	Gidoni_2019:S88	Gidoni_2019:S89	Gidoni_2019:S9	Gidoni_2019:S90	Gidoni_2019:S91	Gidoni_2019:S92	Gidoni_2019:S93	Gidoni_2019:S94	Gidoni_2019:S95	Gidoni_2019:S96	Gidoni_2019:S97	Gidoni_2019:S99	Gupta_2017:Fv_volunteer	Gupta_2017:GMC_volunteer	Gupta_2017:IB_volunteer	Huang_2016:Donor-Z258	Johnson_2018:CAP256	Johnson_2018:HD1	Landais_2017:PC064	Meng_2017a:Subject-D145	Meng_2017a:Subject-D149	Meng_2017a:Subject-D168	Meng_2017a:Subject-D181	Meng_2017a:Subject-D182	Palanichamy_2014:Subject-14711	Palanichamy_2014:Subject-26712	Palanichamy_2014:Subject-29612	Palanichamy_2014:Subject-30512	Palanichamy_2014:Subject-31012	Palanichamy_2014:Subject-34012	Palanichamy_2014:Subject-43113	Palanichamy_2014:Subject-43213	Rubelt_2016:TW01A	Rubelt_2016:TW01B	Rubelt_2016:TW02A	Rubelt_2016:TW02B	Rubelt_2016:TW03A	Rubelt_2016:TW03B	Rubelt_2016:TW04A	Rubelt_2016:TW04B	Rubelt_2016:TW05A	Rubelt_2016:TW05B	Soto_2016:IAVI84	Soto_2016:N152	Stern_2014:M2	Stern_2014:M3	Stern_2014:M4	Stern_2014:M5	Tipton_2015:subject-1	Tipton_2015:subject-2	Tipton_2015:subject-3	Tipton_2015:subject-4	Tipton_2015:subject-5	Tipton_2015:subject-6	Tipton_2015:subject-7	Tipton_2015:subject-8	Turchaninova_2016:donor-1	Turchaninova_2016:donor-2	Turchaninova_2016:donor-3	Vander_Heiden_2017:AR02	Vander_Heiden_2017:AR03	Vander_Heiden_2017:AR04	Vander_Heiden_2017:AR05	Vander_Heiden_2017:HD07	Vander_Heiden_2017:HD09	Vander_Heiden_2017:HD10	Vander_Heiden_2017:HD13	Vander_Heiden_2017:MK02	Vander_Heiden_2017:MK03	Vander_Heiden_2017:MK04	Vander_Heiden_2017:MK05	Vander_Heiden_2017:MK08	Waltari_2018:AD341	Waltari_2018:AD344	Waltari_2018:BD1	Waltari_2018:BD10	Waltari_2018:BD11	Waltari_2018:BD12	Waltari_2018:BD13	Waltari_2018:BD14	Waltari_2018:BD1a	Waltari_2018:BD1h	Waltari_2018:BD2	Waltari_2018:BD2-repeat1	Waltari_2018:BD3a	Waltari_2018:BD3h	Waltari_2018:BD4	Waltari_2018:BD5	Waltari_2018:BD5a	Waltari_2018:BD5g	Waltari_2018:BD5h	Waltari_2018:BD6	Waltari_2018:BD6h	Waltari_2018:BD7	Waltari_2018:BD8	Waltari_2018:BD9	Waltari_2018:CB1	Waltari_2018:CB1g	Waltari_2018:CB2	Waltari_2018:CB3	Waltari_2018:CB4	Waltari_2018:CB5	Waltari_2018:CB5-repeat1	Waltari_2018:MT1214	Waltari_2018:MT8004	Wu_2011:Donor-74	Wu_2015:Donor-45	Zhou_2015:Donor-44	Zhou_2015:Donor-C38	Zhou_2015:Donor-RU01	Zhou_2015:Donor-RU08	Zhu_2012:Donor-39	Zhu_2013:Donor-C38
Eliyahu_2018:CI4	91311	36557	74387	92929	87970	52748	50085	43044	54620	50988	55167	54549	65665	47769	58535	57572	236007	55943	48200	59018	50770	62556	57469	57148	51553	58356	64077	55371	59205	65578	62331	52129	55081	58916	53822	54238	59966	62723	54977	48266	65614	61054	59051	62413	52125	65312	49483	60314	59262	60347	63688	56570	51028	59191	50385	53006	63095	61581	58370	60410	58981	55860	51306	54607	51863	60015	63468	51934	61372	49246	68614	70765	62115	61842	59591	67975	52792	66640	76833	67839	65947	66266	67754	62312	63717	56598	71533	58511	64980	67987	67673	62796	67253	61007	59835	62661	64625	62274	63936	68616	64140	61754	59428	65151	60798	62410	60087	74701	68286	65383	64407	67213	57960	67866	60724	58123	59737	45730	70418	60167	56446	40964	47976	46193	124526	120571	128845	114969	61371	112646	138315	103720	99685	105153	139882	113845	49674	30123	60904	53596	68763	55831	57268	45011	60905	55609	74228	76591	75547	67577	80460	83586	70352	62505	32069	66774	94072	93443	92870	120089	112452	115015	124369	123964	90553	89809	117860	108700	77899	63838	34925	76756	63829	88505	96475	78578	72025	73040	68875	77233	49750	55376	71378	67059	96160	117452	90183	82633	80099	88372	80585	116568	82648	111994	73642	86924	92578	111402	101462	107702	88147	97039	115293	92395	106284	104309	96636	69316	66127	30713	93439	62801	73093	65838	46393	115726	121318	40516	70643	34479	37367	29102	30172	52092	90228
Eliyahu_2018:SC1	124189	49369	95579	126154	116784	67130	61785	51389	67964	62310	67757	68230	84425	59066	72197	72720	55943	406774	61578	73579	65730	81162	73173	71154	63117	72542	83319	69210	76266	85878	80600	63975	67240	73847	64606	67364	78073	80103	69724	57213	85396	79627	76909	80400	63049	85453	58760	77106	75393	77561	83090	72582	60849	74323	62576	65922	81183	80377	74513	79977	77202	69369	62299	68971	61967	77189	76803	63483	80546	61996	90175	95441	84611	83715	78330	89461	64452	91128	101081	88851	83871	86329	88135	84013	85979	71724	94674	72240	84579	90442	88374	82509	86602	79724	75569	82025	82498	81955	80700	89947	83497	77222	74487	86787	79099	83355	79584	97782	90792	84074	85851	88337	71260	86619	79242	72638	75157	53803	92985	76275	68572	47625	56470	54871	179805	172288	188271	161694	96488	156538	202836	139848	133262	145741	204360	155854	59527	36362	75557	64851	87104	69497	71374	54614	74589	68076	95513	98068	94840	83356	103626	107907	89464	78585	44071	89142	124621	124735	127470	171807	156613	160645	174949	175339	116838	116539	163539	146700	97380	76261	40488	99145	79286	119615	130633	101717	95762	94757	87934	98356	61909	68778	90381	85915	130465	169120	120823	105954	101636	120125	103189	163722	109675	155617	92127	113992	123829	156133	140864	149450	116774	131805	160234	125058	148421	144367	129626	86018	81383	34616	127407	76584	91979	80892	54083	164961	173504	57323	104938	52094	52232	43712	44752	63317	125105
Eliyahu_2018:SC14	103482	42157	81047	100135	100133	58409	52288	43565	55485	54765	57018	54625	71523	49365	62244	61238	48200	61578	334634	62557	53802	63979	58368	61071	53820	57680	63849	57324	56959	64344	61863	53800	57266	59543	56810	54992	59751	60147	53766	50860	64822	59038	59732	61491	51061	65693	50897	61600	58967	59602	62202	57499	51526	62904	49388	55246	62591	60426	58651	58038	58402	56388	52521	54366	54414	59688	65516	53460	60391	50741	68291	68797	60401	59090	60262	69357	54309	65284	75841	70097	65672	64674	64695	60780	60739	57827	70663	61720	64387	65881	67304	59966	67472	59294	59965	61938	65122	59478	63766	66247	65426	62853	59687	65007	59429	60320	58846	75882	67707	66040	65416	66956	59532	70281	58287	58706	61399	48696	70807	60663	60198	43767	50567	48921	156247	145640	155520	152070	84416	135075	174371	124453	119823	128250	171287	138758	52115	32316	66486	54081	75957	59538	61298	48883	62289	56152	78885	83034	79743	69220	85846	88716	73505	64130	36119	74247	108006	108066	110883	152525	125881	131963	145310	144000	93578	94427	139713	126065	89017	71481	35975	88075	70554	96672	110606	92922	80700	81975	77257	88764	54880	58750	77675	76894	105864	148269	93923	100362	95734	111149	98475	142180	106323	126112	84628	106393	117505	133284	127191	117338	112012	120175	131795	106914	127998	129303	111463	79810	72692	31636	100901	67496	79517	71057	47075	145058	151213	45071	77187	34273	46011	30199	31720	53287	96026
Eliyahu_2018:SC15	128961	51670	99364	129788	121321	68787	63998	53735	70423	65090	69674	70047	86467	60350	75592	75868	59018	73579	62557	407230	66386	82562	75204	72720	65449	76172	85808	73012	78600	88477	83362	66983	70837	77320	68893	70456	80607	83225	72214	61265	87879	82101	78722	83551	66616	90194	62245	81059	78039	80208	85858	76065	64244	77128	65385	69410	83866	83479	78023	81334	79781	72958	65830	71460	65490	80684	81177	67342	82531	64706	94637	98124	85851	83868	80685	92730	67912	93050	104267	91928	87923	89839	91212	85540	87159	74683	99148	76944	87181	94191	91897	84262	90525	82715	79783	85765	86106	84128	84953	92208	88568	81615	77902	90158	81158	84834	81814	101440	93285	87262	89331	92015	73811	90038	83377	75605	78157	57313	96020	79368	72984	51193	59953	57961	187108	179199	193457	168823	99150	162757	209848	146920	140396	151384	211413	164055	62492	36816	78376	68159	92172	72262	73831	56856	77388	70333	97829	101369	99985	88275	107003	111246	92767	80990	43610	91647	131176	130095	131188	179243	161829	167268	181314	183330	122073	120155	170417	154030	102565	81380	42559	103383	83921	125166	137939	107058	99438	98289	92649	104087	64493	72437	94963	89002	134526	172744	126336	112143	107728	123398	108698	170608	114920	162924	96413	119583	129978	163025	145360	154807	122093	138543	165915	129558	153826	150098	135336	91004	86515	36489	135017	80894	97160	85044	57065	169484	178536	57472	103220	51142	53492	44357	44543	64235	128912
Eliyahu_2018:SC2	114565	47261	88636	115878	104607	58518	55794	48075	64399	59038	60728	63585	74745	56161	68612	68631	50770	65730	53802	66386	399012	77098	72183	63285	58614	73894	84297	68280	77092	89567	79953	60457	64124	70832	61476	65526	78150	80838	69611	52404	86771	83934	78368	80433	60599	88221	55047	79091	73668	77396	84147	74334	57611	69983	61910	64127	82932	83895	73858	81189	79913	66684	58936	68826	57480	77565	73184	61389	82357	61289	91392	97805	86911	85829	79591	90449	63756	93569	101415	86852	83139	88199	89640	85686	89257	70468	95683	69350	88191	93072	88407	87785	90224	81575	74016	84874	81874	83358	78306	90614	85297	74477	73006	88185	79998	85568	83735	95510	93935	82443	88799	91449	69464	85032	82174	69972	72771	48968	92264	76404	62599	43077	52496	51039	156040	153536	167001	131597	91461	142176	180775	116177	110674	124489	179469	130887	53507	33869	66443	59027	76695	61615	63856	47907	71234	64171	88330	89262	86114	77621	93179	96874	81399	72280	41431	84381	108767	106717	106562	143117	145259	143967	157912	159368	113993	108676	146962	130806	81960	65744	36214	86061	70072	114376	119681	86034	86859	83968	77939	85853	55576	66018	83760	75762	120089	143565	121866	88378	85671	100240	86313	143924	88781	150155	77496	93618	101943	145406	120623	141157	92951	110530	148004	108492	129562	121183	115739	73215	74402	32960	126806	70339	85512	72955	49801	141023	147148	54997	104339	53417	48843	47417	44450	59844	121245
Eliyahu_2018:SC3	150538	57928	111711	156895	133922	72921	70096	57477	79775	69993	77188	80581	95148	68516	85413	83369	62556	81162	63979	82562	77098	525696	89770	78270	72994	93278	107887	84728	99470	115258	104638	76750	80640	90519	77477	81924	101203	104889	88644	67061	110842	105961	99026	102736	78359	112204	69763	99067	93564	99007	110361	93455	72810	88500	78926	80013	105929	108117	94431	106914	101350	85898	74575	86962	73514	99189	92063	76916	106230	77178	119827	130297	113895	113610	102320	116799	78161	124143	132670	112863	107548	115183	118308	111762	117474	89303	124306	88491	112062	120419	115966	112955	115353	106045	94505	109953	104862	110285	101368	120218	108528	96199	93393	114623	103369	111529	106570	123971	123097	105421	113679	117161	87093	109740	106167	90454	93772	62136	119235	97182	79537	54354	67226	64355	208667	206289	228326	172643	119178	186578	240162	157617	148821	167658	247151	176919	66968	40165	84043	75139	98520	77956	80636	59336	88601	80097	113022	114918	113490	101175	121751	127804	105543	92805	50399	106181	144897	140832	142227	193942	194787	195020	212465	215312	150432	141259	193150	172013	107484	83389	46201	113307	89399	149667	156037	113363	113022	108748	100568	112370	69501	81168	105566	95000	159678	191562	155818	113049	110022	127935	110378	190507	113302	196162	100022	122919	132280	189458	154611	189948	120984	145017	197527	142705	172193	160370	149945	93131	94701	39215	164859	89726	109330	93989	62352	187533	198397	69137	136312	70786	59678	57737	56599	72657	159665
Eliyahu_2018:SC7	135037	51524	99120	141119	118555	65083	63756	53075	73805	64722	71097	75479	84339	62943	80996	77807	57469	73173	58368	75204	72183	89770	458897	69948	69501	85594	99633	75944	92713	105044	95178	70233	73673	82817	70442	74711	92151	96162	80241	61512	100468	96718	89229	92589	73467	104405	63351	91499	84609	90557	100554	85951	66269	79156	72677	71368	97300	99800	85467	99434	90360	79023	67335	79703	66799	90491	82451	70162	96521	69712	109947	120367	102792	104157	94289	106425	70837	113321	119617	100603	97984	104747	107883	101155	106500	80321	113168	81615	101935	109905	105785	104963	104095	97080	87545	102099	94726	102302	92536	111571	100092	87376	85106	104161	95162	99744	95589	110458	113302	96526	102174	106241	78943	101695	97952	82143	84604	56481	107303	89725	72006	49787	62521	57706	182629	180069	200317	151672	103926	165030	207385	137719	130052	145878	215823	155286	62091	37064	75905	68825	89510	70869	72753	54076	81064	73370	100813	102624	104188	93529	110040	114988	94229	83622	45754	94792	130231	124366	123950	169307	171568	170897	185878	189236	135918	124013	169143	149928	95969	76134	43342	101194	80673	132778	138163	100525	100375	96240	91054	99014	62382	74589	94063	83993	143568	168022	140733	101279	99787	112373	99148	168527	99456	174812	89262	108769	114955	166610	136618	170222	106452	128922	177235	125393	151435	141831	132854	84465	86475	36658	148970	82194	99508	85056	57316	166666	174945	63011	122676	66092	53458	53664	53048	66125	144541
Eliyahu_2018:SC8	125219	49766	97406	122506	120285	66332	61047	51637	66379	62929	67148	66722	85067	57592	71493	70720	57148	71154	61071	72720	63285	78270	69948	386880	63506	69913	79690	68227	72746	80737	76875	62720	67290	70935	64643	66300	73818	75756	66480	57148	79768	73646	72373	77013	61440	81692	59112	75955	72855	74471	77704	69697	60563	73197	59826	64378	76857	75265	71749	73788	71965	67093	61197	65816	62000	73068	77001	63630	75943	59403	84997	88291	76334	77024	73447	84821	64303	83008	95510	85021	81471	81869	82822	76492	77697	68383	89028	72175	80946	83573	83483	77129	82313	74311	72927	77587	80899	75876	77356	84654	78955	75185	72363	80585	75539	76850	73666	93929	84788	81898	80196	83536	70654	83895	73799	69981	74388	54322	88328	72935	68844	48073	57383	55568	180693	172579	187229	166240	97184	158570	204817	146205	139865	149858	206281	161332	60644	36564	78800	65913	89608	69353	73307	55973	74594	67526	95479	98065	95393	83269	104183	108098	88105	75711	40528	93088	124599	126095	127438	172833	156615	160923	176762	177198	117820	117843	168500	152739	101024	78391	40389	101799	80088	115729	130654	105517	94701	95027	88785	101726	61692	67008	92380	87008	128018	170407	116256	110448	106752	123617	108281	165445	116371	152633	95831	119530	130046	156044	144304	144714	124203	136981	158678	125731	149162	148780	131052	88586	81957	34942	121302	76066	91627	80957	53630	166531	175166	51965	94953	44032	52653	37357	38663	65770	120374
Eliyahu_2018:SC9	110786	44785	85402	110244	102972	57880	55965	46710	61786	58238	62179	63751	74609	53806	69478	65238	51553	63117	53820	65449	58614	72994	69501	63506	327974	66763	75628	61876	69684	76676	72034	57407	61284	64854	58108	59954	69743	72692	62066	52260	74853	69858	67488	70400	58891	78663	53637	71581	67097	69410	74910	66730	55331	64872	56484	57646	72720	73939	65833	73159	67638	62540	55330	62429	55977	68130	69176	57967	71080	55458	80859	86670	72977	74987	70988	79798	58235	80085	89071	77890	76106	77975	79859	72865	75344	63711	83044	66440	76335	79289	79171	74976	77709	71541	68614	75545	74597	74052	71664	81511	76122	69676	67179	76871	71932	72365	70378	84941	83293	74603	76140	79342	64490	79212	71339	65450	67950	48750	81887	69126	60614	43440	53050	49648	150747	145695	158555	134607	82564	136345	167234	120459	114738	123315	171183	132489	56031	32939	68493	59800	79299	63188	64976	49273	68636	62071	84701	87402	88199	78642	92011	95748	79322	69854	36294	80928	109593	106212	107297	143257	136816	138387	149639	151802	107787	101964	139413	127857	84883	67531	37573	88841	69651	103358	112906	89544	82979	81557	77482	86949	54047	61428	80287	73660	112410	139980	105208	91380	89796	100105	89393	139166	92323	133524	80335	98168	104411	132142	118257	130020	98964	113854	138598	106356	126051	123474	109986	75380	72150	32517	110272	67818	80160	71138	48092	138203	144982	48800	87341	44395	46792	38248	37970	57263	109926
Gidoni_2019:S1	179315	56316	107210	189403	131788	64032	64195	55375	74210	65455	70127	76766	85618	66414	80842	78645	58356	72542	57680	76172	73894	93278	85594	69913	66763	710547	176170	150448	165878	189145	176163	140509	146597	160089	151185	142852	168921	174072	143995	128506	182535	175351	168121	170333	133333	190030	125800	169678	155910	166052	182129	166138	124845	156753	132486	144143	188996	183935	154432	187130	165550	150485	133794	149747	134373	168870	145385	140055	176895	133525	203106	209827	180678	176762	170296	190573	142773	203390	208579	177507	178691	191560	186731	180968	188721	148919	204599	168098	189794	202148	193263	185653	195490	180162	164293	184626	167388	180288	166574	196608	186757	152157	160493	192475	170430	171551	174420	191595	207186	173401	196310	193301	151226	187005	172301	158566	164404	111344	183801	160116	152774	108211	132423	122101	287687	289369	308984	236441	145303	225565	331772	209310	201663	238870	332867	250134	65016	40612	75668	71730	92683	71962	75400	56105	102550	87838	117674	129647	128736	116606	133228	136630	110432	105133	50549	104059	176728	151889	147940	228003	209855	206286	242649	240179	175731	152694	225629	188248	148329	128773	66379	172721	157799	227343	222108	176120	166131	161122	144167	180992	97895	127035	135255	138808	227657	283520	233192	182428	168535	180950	164927	275900	168555	302083	140058	182958	181463	280613	230172	265837	170906	199040	297538	189776	254894	238837	227620	140487	173203	53907	284952	164287	203445	170421	106437	278922	278832	71645	152583	75504	55296	66695	58445	71027	169934
Gidoni_2019:S10	258409	64390	128791	283855	166066	72950	71217	62020	86005	75316	80179	88147	101842	74815	92084	89728	64077	83319	63849	85808	84297	107887	99633	79690	75628	176170	1101144	208176	241050	259655	246767	191358	205940	224171	208976	202981	232637	193219	196233	176511	249144	234940	229248	238531	186548	263777	171917	245665	172433	238705	248476	232432	170598	220841	177857	196675	259991	254241	215942	215532	223874	203818	187423	200066	183152	231807	199212	198807	250546	175550	284115	301956	248385	253719	237718	259023	201666	287268	294970	244027	247077	274459	263653	248873	263962	197209	291681	245591	269390	290767	267659	265226	259699	247731	229964	253001	231836	257513	228711	286507	253302	207235	222327	267262	245055	234444	237291	272127	292482	247888	274858	265163	209755	266367	237106	220320	237269	146484	251866	211662	215931	145910	184897	172020	402986	407879	446948	352856	223906	339910	482118	285081	289252	347482	503110	356832	74820	46975	89482	84672	109542	83340	89954	63086	148586	123592	168049	185259	187844	167023	197702	208439	164859	157647	59982	132044	249500	210179	201652	336211	291135	295441	357781	349042	246623	209292	322291	264737	202806	173739	86205	230991	206641	292991	287848	228445	213261	209047	185235	235575	120759	160785	173450	184335	326061	413587	331319	233854	225169	248665	225561	390743	237005	449872	185884	256466	245620	396781	318226	376128	235984	278450	446655	251221	340405	331329	312253	173846	253006	61884	420592	227387	295469	241242	141123	408188	397953	86652	208283	98952	65159	83242	74476	90316	222382
Gidoni_2019:S100	209194	53124	98339	226428	131206	62129	58725	51407	68866	62491	65419	69961	83267	61432	74483	72917	55371	69210	57324	73012	68280	84728	75944	68227	61876	150448	208176	750872	199940	217351	217708	185306	195752	207693	199743	189023	204580	162704	177428	171418	219497	196769	206611	212667	163317	223630	166880	213384	153578	206777	214403	200593	159651	215273	159844	194243	224456	208999	195218	173100	200772	188217	179970	183280	176934	207411	185814	186073	215566	166331	245454	240324	212094	203908	201583	221218	189402	237132	249865	217839	218427	232698	213977	214350	212564	182958	244780	225231	225414	242073	231697	207214	218913	212708	205880	209465	206520	203687	202750	230425	220039	187591	202052	232776	207006	198160	205279	242123	238914	220898	241193	226017	197759	231442	195157	204525	218634	146535	218090	185603	214910	145987	176983	169324	344298	341256	354645	325008	180744	278247	390618	252679	257447	300001	398212	311140	64431	42192	74992	69787	92268	70489	75717	58691	123541	104489	141188	158898	159529	140374	166390	172428	139706	137060	48243	98585	215367	184593	175563	290853	212209	221463	270363	256505	177000	163121	252013	209837	184782	161384	76470	207700	196672	251537	247616	216297	195708	197238	167480	223826	116685	145140	149350	172035	275120	369079	263360	220621	209515	234269	208231	337336	225535	367797	171255	237949	228046	330401	283550	295192	221292	252129	370570	218778	299760	298219	274698	162389	244112	60308	356147	219115	273958	236968	141251	352037	341953	65457	129535	60398	52814	56019	49615	67653	148484
